learning epoch:  1 ...
preds:  ['Expansion.Instantiation.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal. Asynchronous', 'Comparison.Contrast', 'Contusionance.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.', 'Repetition', 'Repetition is a repetition for a remittance.', 'Comparison.', 'Comparison.', 'Contingency.', 'Comparison.Contribution']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Repetition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Contingency.Goals.com. Contingency.Golga.com. Contingency.', 'Comparison. Comparison.', 'Comparison.Concession.', 'Contingency.Cause', 'Comparison.Concession.org.ncl.ncl.ncl.ncl.n', 'Contingency.Cause', 'Comparison.', 'Temporal.Asynchronous.', 'Comparison.Concession', 'Comparison. Competition. Comparison. Competition. Competition. Comparison. Competition. Competition.', 'Interrupted', "Isn't it a good day for the rest of us? Isn't it a", 'Contingency.Cause', 'Expansion.Conjunction', 'Drink.Cause.Cause.Cause.Cause.Cause.Ca', 'Contingency.Cause.']  | target:  ['Contingency.Goal', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession', 'Interrupted', 'Repetition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause']
preds:  ['comparison.contrast', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.', 'Comparison.', 'Expansion.Restatement', 'Content. Contingency.', 'Contingency.Condition', 'Expansion.Restatement.', 'Expansion.Restatement', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.', 'Contingency.Cause', 'Expansion.Restatement']  | target:  ['Comparison.Contrast', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Goal', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Restatement', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement']
preds:  ['Contingency.', 'Temporal.Asynchronous.Asynchronous.', 'Temporal.Synchrony', 'Comparison.Contrast', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Condition', 'Expansion. Independence', 'Comparison.com: Comparison.com: Comparison.com: Comparison.com: Comparison.com: Comparison.com:', 'Contingency.Goal.com - ||||||||||||||']  | target:  ['Contingency.Condition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Comparison.Contrast', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Condition', 'Expansion.Alternative', 'Comparison.Contrast', 'Contingency.Goal']
preds:  ['Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement']
preds:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Goal']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Goal']
preds:  ['Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.', 'Contingency.Cause', 'Contingency.Cause', 'Repetition']  | target:  ['Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Cause', 'Repetition']
preds:  ['Expansion.Instantiation', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Restatement']  | target:  ['Expansion.Instantiation', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Restatement']
preds:  ['Comparison.Concession', 'Repetition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Interrupted', 'Temporal.Synchrony', 'Comparison.Concession', 'Temporal.Asynchronous']  | target:  ['Comparison.Concession', 'Repetition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Interrupted', 'Temporal.Synchrony', 'Comparison.Concession', 'Temporal.Asynchronous']
preds:  ['Contingency.Cause', 'Expansion.Alternative', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Repetition', 'Comparison.', 'Expansion.Conjunction', 'Expansion.Restatement', 'Expansion.Restatement']  | target:  ['Contingency.Cause', 'Expansion.Alternative', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Repetition', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Restatement', 'Expansion.Restatement']
preds:  ['Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Contingency.Cause', 'Comparison.', 'Expansion.Restatement', 'Repetition']  | target:  ['Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Restatement', 'Repetition']
preds:  ['Comparison.', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Comparison.', 'Contingency.Cause', 'Comparison.Concession']  | target:  ['Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Comparison.Contrast', 'Contingency.Cause', 'Comparison.Concession']
preds:  ['Comparison.', 'Contingency.Condition', 'Temporal.Synchrony', 'Repetition', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Synchrony', 'Temporal.Synchrony', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Comparison.', 'Repetition', 'Comparison.', 'Contingency.Condition', 'Expansion.Conjunction']  | target:  ['Comparison.Contrast', 'Contingency.Condition', 'Temporal.Synchrony', 'Repetition', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Synchrony', 'Temporal.Synchrony', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Comparison.Contrast', 'Repetition', 'Comparison.Contrast', 'Contingency.Condition', 'Expansion.Conjunction']
preds:  ['Contingency.Condition', 'Comparison.Concession', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession', 'Repetition']  | target:  ['Contingency.Condition', 'Comparison.Concession', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession', 'Repetition']
preds:  ['Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Repetition', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Repetition', 'Expansion.Alternative', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession']  | target:  ['Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Repetition', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Repetition', 'Expansion.Alternative', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession']
preds:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Goal']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Goal']
preds:  ['Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Alternative', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Alternative', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Repetition']  | target:  ['Repetition']
val_loss: 3.0520 val_acc: 0.9509 mismatch: 13152 complete_mismatch: 0
Epoch 12: train_loss: 3.9744 train_acc: 0.4049 | val_loss: 3.0520 val_acc: 0.9509
00:00:58.26
learning epoch:  13 ...
preds:  ['Contingency.Goal', 'Expansion. Conjunction.', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.', 'Temporal.Assignment.', 'Comparison.Convention.Convention', 'Comparison. Comparison.Contrast', 'Contouring.', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.cession.', 'Expansion.Restatement', 'Temporal.Astrial.', 'Conting.Goal', 'Repetition']  | target:  ['Contingency.Goal', 'Expansion.Conjunction', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.Condition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Contrast', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Goal', 'Repetition']
preds:  ['Temporal', 'Expansion.Conjunction', 'Repetition:          ', 'Contingency.', 'Expansion. Restorement', 'Comparison.', 'Contingency.', 'Contingency.Cause', 'Contingency.', 'Interrupted, interrupted, interrupted, interrupted, interrupted', 'Contusion.', 'Expansion.Conjunction.Conjunction.', 'Contingency.Cause', 'Contingency.Condition.', 'Expansion.Conjunction', 'Consistency.']  | target:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Goal', 'Interrupted', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Expansion.Conjunction', 'Interrupted', 'Comparison.', 'Opposition for re-election', 'Expansion.Conjunction', 'Interrupted', 'Contuency.', 'Contingency.Cause', 'Comparison.', 'Contantency.Goal', 'Expansion.Restatement', 'Temporal.Accurency.', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency. Contingency.Condition.', 'Contingency.']  | target:  ['Expansion.Conjunction', 'Interrupted', 'Comparison.Concession', 'Repetition', 'Expansion.Conjunction', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Goal', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Condition']
preds:  ['Comparison.Concession', 'Expansion.Restatement', 'Comparison. Concession', 'Temporal.Asynchronous', 'Expansion.', 'Contingency.', 'Rejection: -          ', 'Expansion.Conjunction.', '           ', 'Contingency.', 'Contingency.Cause', 'Contingency.', 'Expansion. Conjunction', 'Expansion.Alternative', 'Contingency.', 'Extension.']  | target:  ['Comparison.Concession', 'Expansion.Restatement', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Repetition', 'Repetition', 'Expansion.', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Goal', 'Expansion.Conjunction.', 'Comparison.Concession', 'Contingency.Goal.', 'Expansion.Consion', 'Expansion.Instantiation', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.', 'Expansion.Conjunction', 'Contingency.Cause.Cause.Cause']  | target:  ['Repetition', 'Repetition', 'Expansion.Alternative', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Goal', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Contingency. Jumping', 'Contingency.Cause', 'Contour.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.', '           ', '"Returning" is a re-election of the United Nations. It is a re', 'Contingency.Cause.', 'Consequences. Factors. Factors. Factors. Factors. Factor', 'Interrupted', 'Expansion.Alternative', 'Comparison.Contrast', 'Contingency.', 'Contingency.Cause']  | target:  ['Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Repetition', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Interrupted', 'Expansion.Alternative', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause']
preds:  ['Comparison – Comparison – Comparison – Comparison – Comparison – Comparison – Comparison – Comparison –', 'Contingency.Cause', 'Contingency.', 'Contingency.Cause', 'Contingency.', 'Tempo. Asynchronous.', 'Synchrony', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition is a conflict of interest.', 'Comparison.', 'Contingency.Cause', 'Temporal.Asynchronous', '           ', 'Expansion.Restatement', 'Comparison.cession']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Comparison.Contrast', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Goal', 'Expansion.Restatement', 'Comparison.Concession']
preds:  ['Contingency.', 'Contingency.Cause', 'Comparison.', '           ', 'Contingency.', 'Temporal.Synchrony', 'Contingency.', 'Contingency.', 'Expansion.Conjunction.', 'Expansion. Conjunction', 'Expansion.Contra', 'Expansion.Restatement', 'Temporal.Asynchronous.', 'Contadium.Cause', 'Contingency.', 'is a factor that can be a factor that can be a factor that can be a factor that can']  | target:  ['Contingency.Condition', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause']
