learning epoch:  1 ...
preds:  ['e', 'e', 'progression of', '-', 'joint ', 'enablement', 'e', 'e', 'enablement', 'is ', 'e', 'joint venture', 'e', 'b', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'progression', 'manner-means', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['e', 'evaluation', 'enables', '-', 'e', 'joint venture', 'e', 'e', 'e', 'jointe', 'e', 'evaluation of', 'e', 'exp-', 'result:', 'b']  | target:  ['elab-addition', 'evaluation', 'enablement', 'bg-general', 'elab-process_step', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'evaluation', 'elab-addition', 'exp-reason', 'result', 'bg-general']
preds:  ['e', 'e', 'Joints', 'a', 'enablement', 'e', 'e', 'b', 'g', 'joint,', '', 'attribution', 'joint is', 'g', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'joint', 'attribution', 'enablement', 'elab-aspect', 'elab-addition', 'bg-goal', 'bg-general', 'joint', 'joint', 'attribution', 'joint', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['e', 'matter-', 'e', 'joints', 'enablement', '', 'b', '-', 'e', 'e', 'Joint Committee', 'e', 'b', 'b', 'e', 'enablement']  | target:  ['elab-addition', 'manner-means', 'elab-addition', 'joint', 'enablement', 'attribution', 'bg-general', 'bg-goal', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'enablement']
preds:  ['joint-', 'a', 'joint', 'b', 'b', 'e', 'e', 'joint', 'b', 'e', 'e', 'e', 's', ';', 'e', 'joint (']  | target:  ['joint', 'evaluation', 'joint', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'elab-addition', 'joint']
preds:  ['a', 'e', 'enablement', 'enables', 'the result', 'e', 'evaluation', 'e', 'attribution', 'enablement', 'enablement', 'is the', 'co-', 'comparison:', 'b', 'e']  | target:  ['summary', 'elab-addition', 'enablement', 'enablement', 'result', 'elab-addition', 'evaluation', 'elab-addition', 'attribution', 'enablement', 'enablement', 'attribution', 'joint', 'comparison', 'bg-general', 'elab-addition']
preds:  ['e', 'enablement', 'e', 'e', 'joint ', 'enablement', 'joint', 'joint venture', 'temporal', 'b', 'ROOT', 'b', 'enablement', 'e', 'facilitation', 'joint joint']  | target:  ['elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'joint', 'joint', 'temporal', 'bg-goal', 'ROOT', 'bg-general', 'enablement', 'elab-addition', 'enablement', 'joint']
preds:  ['evaluation', 'e', 'a', 'e', '', 'e', 'together is', 'e', 'enablement', 'e', '-', 'a', 'to be', 'e', 'enablement', 'e']  | target:  ['evaluation', 'elab-enumember', 'attribution', 'elab-addition', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'joint', 'cause', 'elab-addition', 'enablement', 'elab-process_step']
preds:  ['e', 'b', 'Allowance', 'e', 'evaluation of', '-', 'joint', 'exp-', 'joint ', 'e', '-', 'e', 'b', 'mutually', 'joint ', 'enablement']  | target:  ['elab-addition', 'bg-general', 'enablement', 'elab-process_step', 'evaluation', 'result', 'joint', 'exp-reason', 'joint', 'elab-aspect', 'manner-means', 'elab-addition', 'bg-general', 'joint', 'joint', 'enablement']
preds:  ['e', '.', 'evaluation', 'e', 'e', 'progression of', 'b', 'b', '-', 'manneris', 'enablement', 'enabler', 'e', 'joint ', 'General', 'enablement']  | target:  ['elab-addition', 'summary', 'evaluation', 'elab-addition', 'elab-addition', 'progression', 'bg-general', 'bg-general', 'elab-addition', 'manner-means', 'enablement', 'enablement', 'elab-addition', 'joint', 'bg-general', 'enablement']
preds:  ['results in', 'b', 'enablement', '', 'b', 'enablement', 'e', 'a', '-', 'e', 'enablement', 'enablement', 'joint', 'e', 'evaluation', 'result:']  | target:  ['result', 'bg-general', 'enablement', 'joint', 'bg-general', 'enablement', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'enablement', 'joint', 'elab-enumember', 'evaluation', 'result']
preds:  ['', 'e', 'a', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'an evaluation', 'ance', 'e', 'joint joint', 'unt', 'joint joint']  | target:  ['joint', 'elab-addition', 'attribution', 'elab-addition', 'elab-addition', 'elab-aspect', 'elab-addition', 'elab-addition', 'bg-general', 'elab-process_step', 'evaluation', 'attribution', 'elab-addition', 'joint', 'enablement', 'joint']
preds:  ['joint joint', 'evaluation', 'e', 'e', 'comparison:', 'joint', 'Joint joint', 'e', 'joint joint', 'enablement', 'a', 'e', '-', 'e', 'e', 'enablement']  | target:  ['joint', 'evaluation', 'elab-addition', 'elab-addition', 'comparison', 'joint', 'joint', 'elab-process_step', 'joint', 'enablement', 'attribution', 'elab-addition', 'bg-general', 'elab-addition', 'elab-enumember', 'enablement']
preds:  ['a', 'e', 'joint-', 'manner-', 'e', 'e', 'b', 'e', 'e', 'comparison ', 'b', 'e', 'e', '', 'manner-', '-']  | target:  ['attribution', 'elab-addition', 'joint', 'manner-means', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'comparison', 'bg-general', 'elab-addition', 'elab-addition', 'attribution', 'manner-means', 'elab-addition']
preds:  ['e', '-', 'enablement', 'e', 'e', 'joint injury', 'evaluation', '', 'b', 'joint ', 'joint office', 'e', 'manner-', 'joint ', 'e', 'enables']  | target:  ['elab-enumember', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'joint', 'evaluation', 'evaluation', 'bg-general', 'joint', 'joint', 'elab-addition', 'manner-means', 'joint', 'elab-addition', 'enablement']
preds:  ['e', 'a', ',', 'a', 'enablement', '-', 'is ', 'concord', 'e', 'manner-', 'e', 'e', 'e', 'comparisons', 'joint', 'joint joint']  | target:  ['elab-addition', 'attribution', 'contrast', 'evaluation', 'enablement', 'elab-addition', 'attribution', 'joint', 'elab-addition', 'manner-means', 'elab-addition', 'elab-addition', 'elab-addition', 'comparison', 'joint', 'joint']
preds:  ['-', 'e', 'e', 'e', 'e', 'enablement', 'manner-', 'e', 'e', 'e', 'enables', 'b', 'joint medicine', 'e', 'united states', 'joint ']  | target:  ['elab-addition', 'elab-aspect', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'bg-general', 'joint', 'elab-process_step', 'joint', 'joint']
preds:  ['evaluation', 'e', 'e', 'e', 'joint with', 'enablement', 'joint ', 'exp-', 'b', 'temporal', 'b', 'e', 'e', 'temporal', 'exp-', 'Together is']  | target:  ['evaluation', 'elab-enumember', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'joint', 'exp-reason', 'bg-general', 'temporal', 'bg-general', 'elab-addition', 'elab-enumember', 'temporal', 'exp-evidence', 'joint']
preds:  ['e', 'joint ', 'GB', 'e', 'Evaluations', 'joint venture', 'e', 'e', 'enables', 'b', 'b', 'enablement', 'e', 'joint venture', '-', 'evaluation']  | target:  ['elab-addition', 'joint', 'bg-general', 'elab-aspect', 'evaluation', 'joint', 'elab-addition', 'elab-addition', 'enablement', 'bg-general', 'bg-general', 'enablement', 'elab-addition', 'joint', 'progression', 'evaluation']
preds:  ['enablement', 'e']  | target:  ['enablement', 'elab-addition']
preds:  ['b', 'e', 'e', 'e', 'b', 'manner-', 'e', 'attribution', 'evaluation', 'e', 'enablement', 'manner-', 'e', 'manner-', 'e', 'enablement']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'manner-means', 'elab-addition', 'attribution', 'evaluation', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'manner-means', 'elab-addition', 'enablement']
preds:  ['e', 'e', 'e', 'joint', 'evaluation', 'b', 'e', 'temporal', 'e', 'joint', 'e', 'e', 'results in', 'b', 'e', 'e']  | target:  ['elab-aspect', 'elab-aspect', 'elab-addition', 'joint', 'evaluation', 'bg-general', 'elab-addition', 'temporal', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'result', 'bg-goal', 'elab-addition', 'elab-addition']
preds:  ['enablement', 'e', 'progression of', 'b', 'enablement', 'e', 'joint', 'e', 'enablement', 'attribution', 'evaluation', 'joint', 'e', 'joint', 'results in', 'b']  | target:  ['enablement', 'elab-addition', 'progression', 'bg-general', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'attribution', 'evaluation', 'joint', 'elab-addition', 'joint', 'result', 'bg-general']
preds:  ['e', 'e', 'enablement', 'e', 'b', 'e', 'e', 'contrasts', 'results in', 'b', 'e', 'e', 'enablement', 'e', 'e', 'attribution']  | target:  ['elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'contrast', 'result', 'bg-general', 'elab-process_step', 'elab-process_step', 'enablement', 'elab-process_step', 'elab-addition', 'attribution']
preds:  ['evaluation', 'b', 'e', 'b', 'manner-', 'e', 'enablement', 'e', 'enablement', 'enablement', 'e', 'enablement', 'attribution', 'evaluation', 'b', 'joint']  | target:  ['evaluation', 'bg-general', 'elab-addition', 'bg-general', 'manner-means', 'elab-process_step', 'enablement', 'elab-process_step', 'enablement', 'enablement', 'elab-process_step', 'enablement', 'attribution', 'evaluation', 'bg-general', 'joint']
preds:  ['e', 'e', 'b', 'b', 'e', 'joint', 'joint', 'joint', 'joint', 'e', 'b', 'e', 'e', 'e', 'e', 'e']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['results in', 'joint', 'joint', 'b', 'e', 'enablement', 'manner-', 'e', 'e', 'e', 'enablement', 'attribution', 'evaluation', 'b', 'e', 'e']  | target:  ['result', 'joint', 'joint', 'bg-general', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'elab-process_step', 'elab-process_step', 'enablement', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition']
preds:  ['e', 'e', 'e', 'attribution', 'evaluation', 'e', 'attribution', 'evaluation', 'b', 'e', 'e', 'e', 'enablement', 'attribution', 'evaluation', 'results in']  | target:  ['elab-addition', 'elab-addition', 'elab-enumember', 'attribution', 'evaluation', 'elab-enumember', 'attribution', 'evaluation', 'bg-general', 'elab-enumember', 'elab-addition', 'elab-enumember', 'enablement', 'attribution', 'evaluation', 'result']
preds:  ['enablement', 'comparison of', 'e', 'e', 'joint', 'attribution', 'evaluation', 'e', 'e', 'e', 'e', 'a', 'joint', 'e', 'e', 'joint']  | target:  ['enablement', 'comparison', 'elab-addition', 'elab-addition', 'joint', 'attribution', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'cause', 'joint', 'elab-addition', 'elab-addition', 'joint']
preds:  ['e', 'enablement', 'e', 'e', 'joint', 'e', 'enablement', 'e', 'e', 'enablement', 'b', 'e', 'e', 'e', 'b', 'b']  | target:  ['elab-addition', 'enablement', 'elab-aspect', 'elab-aspect', 'joint', 'elab-aspect', 'enablement', 'elab-addition', 'elab-aspect', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'bg-general']
preds:  ['b', 'joint', 'b', 'e', 'e', 'e', 'e', 'e', 'manner-', 'enablement', 'e', 'progression of', 'evaluation', 'e', 'joint', 'b']  | target:  ['bg-general', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'manner-means', 'enablement', 'elab-addition', 'progression', 'evaluation', 'elab-addition', 'joint', 'bg-general']
preds:  ['progression of', 'e', 'joint', 'enablement', 'b', 'e', 'e', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']  | target:  ['progression', 'elab-addition', 'joint', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']
preds:  ['e', 'b', 'b', 'e', 'e', 'progression of', 'e', 'e', 'e', 'joint', 'a', 'e', 'enablement', 'enablement', 'enablement', 'enablement']  | target:  ['elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'cause', 'elab-addition', 'enablement', 'enablement', 'enablement', 'enablement']
preds:  ['joint', 'attribution', 'evaluation', 'b', 'e', 'e', 'b', 'e', 'b', 'joint', 'e', 'attribution', 'evaluation', 'temporal', 'comparison of', 'e']  | target:  ['joint', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'bg-general', 'joint', 'elab-addition', 'attribution', 'evaluation', 'temporal', 'comparison', 'elab-addition']
preds:  ['b', 'e', 'e', 'e', 'e', 'joint', 'joint', 'joint', 'e', 'enablement', 'e', 'attribution', 'manner-', 'evaluation', 'b', 'e']  | target:  ['bg-goal', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-process_step', 'joint', 'joint', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'attribution', 'manner-means', 'evaluation', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'manner-', 'e', 'attribution', 'e', 'joint', 'joint', 'attribution', 'joint', 'e', 'joint', 'b', 'e', 'enablement', 'joint']  | target:  ['elab-addition', 'elab-addition', 'manner-means', 'elab-enumember', 'attribution', 'elab-addition', 'joint', 'joint', 'attribution', 'joint', 'elab-addition', 'joint', 'bg-general', 'elab-aspect', 'enablement', 'joint']
preds:  ['e', 'e', 'b', 'e', 'exp-', 'e', 'e', 'evaluation', 'b', 'results in', 'e', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'elab-aspect', 'exp-reason', 'elab-aspect', 'elab-addition', 'evaluation', 'bg-goal', 'result', 'elab-addition', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']
preds:  ['temporal', 'e', 'joint', 'joint', 'comparison of', 'joint', 'e', 'e', 'joint']  | target:  ['temporal', 'elab-enumember', 'joint', 'joint', 'comparison', 'joint', 'elab-addition', 'elab-addition', 'joint']
val_loss: 2.3596 val_acc: 0.3816 mismatch: 134146 complete_mismatch: 2821829
Epoch 18: Best val_acc: 0.3816
Epoch 18: train_loss: 2.9475 train_acc: 0.1716 | val_loss: 2.3596 val_acc: 0.3816
00:01:05.77
learning epoch:  19 ...
preds:  ['b', 'e', 'a', 'joint joint', 'e', 'e', 'joint venture', 'b', 'mobility', 'e', 'e', 'e', 'a', 'e', 'joint venture', 'e']  | target:  ['bg-general', 'elab-addition', 'enablement', 'joint', 'elab-addition', 'elab-addition', 'joint', 'bg-general', 'enablement', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'joint', 'elab-addition']
preds:  ['joint', 'a', 'e', 'b', 'e', 'e', 'e', 'joint', 'e', 'e', 'joint', 'enablement', ',', 'contrast with', 'joint ', 'joint joint']  | target:  ['joint', 'attribution', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'result', 'contrast', 'joint', 'joint']
preds:  ['b', 'e', 'e', 'o', 'joint venture', 'a', 'e', 'joint', 'evaluation', 'e', 'e', 'a', 'evaluation of', 'enablement', 'a', 'e']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'attribution', 'joint', 'joint', 'elab-addition', 'joint', 'evaluation', 'elab-addition', 'elab-addition', 'attribution', 'evaluation', 'enablement', 'attribution', 'elab-addition']
preds:  ['b', 'joints', 'b', 'e', 'e', 'attribution', 'e', 'enablement', 'e', 'e', 'a', 'enablement', 'joint', '-', 'joint and', 'e']  | target:  ['bg-general', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'attribution', 'enablement', 'joint', 'bg-general', 'joint', 'elab-addition']
preds:  ['joint', 'joint is', 'e', 'e', 'e', 'e', 'joint ', 'e', 'e', 'e', 'joints ', 'cob', 'joint', 'enablement', 'e', 'joint,']  | target:  ['joint', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'enablement', 'elab-addition', 'joint']
preds:  ['a', 'Anonym', 'e', 'progression of', 'enablement', 'jointness', 'e', 'e', 'b', 'gemeinsame', 'e', 'evaluation of', 'e', 'e', 'joint ', 'e']  | target:  ['attribution', 'attribution', 'elab-addition', 'progression', 'enablement', 'joint', 'elab-addition', 'elab-addition', 'bg-general', 'joint', 'elab-addition', 'evaluation', 'elab-addition', 'elab-addition', 'joint', 'elab-addition']
preds:  ['e', '-', 'exp-', 'evaluation', 'b', 'exp-', 'Bg', 'e', 'enablement', 'e', 'enables', 'b', 'e', 'a', 'evaluations', 'e']  | target:  ['elab-addition', 'joint', 'exp-reason', 'evaluation', 'bg-general', 'exp-reason', 'bg-general', 'elab-addition', 'enablement', 'elab-addition', 'enablement', 'bg-general', 'elab-addition', 'evaluation', 'evaluation', 'elab-process_step']
preds:  ['b', 'g', 'enablement', 'manner-', 'e', 'e', ':', 'b', 'is ', 'is ', 'joint', 'evaluation', 'e', '', 'a', '']  | target:  ['bg-goal', 'bg-goal', 'enablement', 'manner-means', 'elab-process_step', 'elab-addition', 'joint', 'bg-general', 'attribution', 'progression', 'joint', 'evaluation', 'elab-addition', 'attribution', 'enablement', 'joint']
preds:  ['e', 'e', 'joint', 'e', 'evaluation', 'enablement', 'evaluation of', 'e', 'enablement', 'e', 'joint joint', 'joint', 'it is', 'e', 'e', 'e']  | target:  ['elab-process_step', 'elab-addition', 'joint', 'elab-addition', 'evaluation', 'enablement', 'evaluation', 'elab-addition', 'enablement', 'elab-addition', 'joint', 'joint', 'contrast', 'elab-addition', 'elab-addition', 'elab-aspect']
preds:  ['b', 'b', 'e', 'e', 'Joint joint', 'en', 'e', 'a', 'e', 'manneris', 'b', 'joint ', 'e', 'joint ', 'e', 'joint is']  | target:  ['bg-general', 'bg-goal', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'manner-means', 'bg-general', 'joint', 'elab-addition', 'joint', 'elab-addition', 'joint']
preds:  ['e', '', 'manner-', 'evaluation of', 'b', 'conditions of', 'enablement', 'b', '', 'e', 'joint', 'a', 'enablement', 'comparing', 'comparison of', 'e']  | target:  ['elab-addition', 'attribution', 'manner-means', 'evaluation', 'bg-goal', 'condition', 'enablement', 'bg-general', 'attribution', 'elab-addition', 'joint', 'joint', 'enablement', 'comparison', 'comparison', 'elab-addition']
preds:  ['e', 'b', 'joint', 'e', 'e', 'enablement', 'comparisons', 'manners', 'y', 'a', 'e', 'joint ', 'b', 'e', 'a', 'comparison of']  | target:  ['elab-addition', 'bg-general', 'joint', 'elab-addition', 'elab-addition', 'enablement', 'comparison', 'manner-means', 'joint', 'summary', 'elab-addition', 'joint', 'bg-general', 'elab-addition', 'enablement', 'comparison']
preds:  ['enablemon', 'b', 'contrast ', 'joint venture', 'e', 'e', 'b', 'enablement', 'e', 'joint venture', '-', 'joint', 'evaluation of', 'joint venture', 'Joint Joint', 'e']  | target:  ['enablement', 'bg-general', 'contrast', 'joint', 'elab-addition', 'elab-addition', 'bg-general', 'enablement', 'elab-addition', 'joint', 'joint', 'joint', 'evaluation', 'joint', 'joint', 'elab-addition']
