doc	unit1_toks	unit2_toks	unit1_txt	unit2_txt	perplexity_score	original_unit1_txt	original_unit2_txt	sentiment_score_1	sentiment_score_2	sentiment_graded_agreement	sentiment_agreement	s1_toks	s2_toks	unit1_sent	unit2_sent	dir	nuc_children	sat_children	genre	u1_discontinuous	u2_discontinuous	u1_issent	u2_issent	u1_length	u2_length	length_ratio	u1_speaker	u2_speaker	same_speaker	u1_func	u1_pos	u1_depdir	u2_func	u2_pos	u2_depdir	doclen	u1_position	u2_position	percent_distance	distance	lex_overlap_words	lex_overlap_length	unit1_case	unit2_case	label
maz-8727	17-27	28-39	Die Basis ist mit einem festen Stamm an Antiquaren geschaffen .	Es gibt Gastronomie und Bunkerführungen ebenso wie Museen und diverse Veranstaltungen .	820.6642456054688	Die Basis ist mit einem festen Stamm an Antiquaren geschaffen .	Es gibt Gastronomie und Bunkerführungen ebenso wie Museen und diverse Veranstaltungen .	neutral	neutral	StrongAgree	Agree	17-27	28-39	Die Basis ist mit einem festen Stamm an Antiquaren geschaffen .	Es gibt Gastronomie und Bunkerführungen ebenso wie Museen und diverse Veranstaltungen .	1<2	2	0	news	False	False	True	True	11	12	0.917	none	none	True	root	VVPP	ROOT	root	VVFIN	ROOT	201	0.085	0.139	0.055	1	_	0	cap_initial	cap_initial	list
maz-12084	8-12	13-17	Gunnar Lade ist unbequem ,	das steht außer Frage .	821.2124786376953	Gunnar Lade ist unbequem ,	das steht außer Frage .	negative	neutral	Agree	Disagree	8-17	8-17	Gunnar Lade ist unbequem , das steht außer Frage .	Gunnar Lade ist unbequem , das steht außer Frage .	1<2	1	0	news	False	False	False	False	5	5	1.0	none	none	True	root	ADJD	ROOT	parataxis	VVFIN	LEFT	206	0.039	0.063	0.024	1	_	0	cap_initial	other	interpretation
maz-16153	26-33	34-39	Olympia war ein " heißes Eisen " ,	das andere der Ausbau Schönefelds .	822.1314239501953	Olympia war ein " heißes Eisen " ,	das andere der Ausbau Schönefelds .	neutral	neutral	StrongAgree	Agree	26-39	26-39	Olympia war ein " heißes Eisen " , das andere der Ausbau Schönefelds .	Olympia war ein " heißes Eisen " , das andere der Ausbau Schönefelds .	1<2	1	0	news	False	False	False	False	8	6	1.333	none	none	True	root	NN	ROOT	conj	NN	LEFT	151	0.172	0.225	0.053	1	_	0	cap_initial	title	list
maz-8586	2-7	36-52	Ein Hilfstransport jagt den nächsten .	Die Aktion der Kirchengemeinden Templin und Lindow für ein Siebenbürger Krankenhaus ist ein Körnchen im Sandberg .	827.6091918945312	Ein Hilfstransport jagt den nächsten .	Die Aktion der Kirchengemeinden Templin und Lindow für ein Siebenbürger Krankenhaus ist ein Körnchen im Sandberg .	neutral	neutral	StrongAgree	Agree	2-7	36-52	Ein Hilfstransport jagt den nächsten .	Die Aktion der Kirchengemeinden Templin und Lindow für ein Siebenbürger Krankenhaus ist ein Körnchen im Sandberg .	1>2	1	3	news	False	False	True	True	6	17	0.353	none	none	True	root	VVFIN	ROOT	root	NN	ROOT	203	0.01	0.177	0.167	4	_	0	cap_initial	title	background
maz-11280	30-48	49-56	Viele Menschen schaffen es nämlich nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen .	So gehen Kunststoff und Glas oft durcheinander ,	828.5980529785156	Viele Menschen schaffen es nämlich nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen .	So gehen Kunststoff und Glas oft durcheinander ,	neutral	neutral	StrongAgree	Agree	30-48	49-69	Viele Menschen schaffen es nämlich nicht , ihren Müll korrekt in die doch einfach gekennzeichneten Behälter zu werfen .	So gehen Kunststoff und Glas oft durcheinander , auch bei der Farbunterscheidung von Flaschen haben einige Zeitgenossen offensichtlich ihre Probleme .	1<2	1	2	news	False	False	True	False	19	8	2.375	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	197	0.152	0.249	0.096	1	_	0	cap_initial	cap_initial	evidence
maz-16353	23-31	39-45	Schließlich ziehen sie einen Anbau in die Höhe ,	sondern die jüngsten Einwohner wohlfühlen sollen .	830.3888244628906	Schließlich ziehen sie einen Anbau in die Höhe ,	sondern die jüngsten Einwohner wohlfühlen sollen .	neutral	neutral	StrongAgree	Agree	23-45	23-45	Schließlich ziehen sie einen Anbau in die Höhe , in dem sich künftig nicht irgendwer , sondern die jüngsten Einwohner wohlfühlen sollen .	Schließlich ziehen sie einen Anbau in die Höhe , in dem sich künftig nicht irgendwer , sondern die jüngsten Einwohner wohlfühlen sollen .	1<2	1	1	news	False	False	False	False	9	7	1.286	none	none	True	root	VVFIN	ROOT	conj	NN	LEFT	207	0.111	0.188	0.077	2	_	0	cap_initial	other	e-elaboration
maz-14792	7-12	22-26	Die Bösen sind längst gefunden .	der ist ein Nestbeschmutzer .	830.3935852050781	Die Bösen sind längst gefunden .	der ist ein Nestbeschmutzer .	neutral	negative	Agree	Disagree	7-12	13-26	Die Bösen sind längst gefunden .	Wer sich kritisch zur Finanzierung der Landesgartenschau äußert , der ist ein Nestbeschmutzer .	1>2	4	0	news	False	False	True	False	6	5	1.2	none	none	True	root	VVPP	ROOT	root	NN	ROOT	186	0.038	0.118	0.081	2	_	0	cap_initial	title	interpretation
maz-12084	40-49	50-56	als es um die Abstimmung zum lang diskutierten Schulthema ging	und eine klare Aussage gefordert war ,	838.6139831542969	als es um die Abstimmung zum lang diskutierten Schulthema ging	und eine klare Aussage gefordert war ,	neutral	neutral	StrongAgree	Agree	25-64	25-64	Als einziger Stadtverordneter zeigte er nämlich Courage am Montag in der Sitzung des Hauptausschusses , als es um die Abstimmung zum lang diskutierten Schulthema ging und eine klare Aussage gefordert war , die sonst offenbar niemand zu treffen wagte .	Als einziger Stadtverordneter zeigte er nämlich Courage am Montag in der Sitzung des Hauptausschusses , als es um die Abstimmung zum lang diskutierten Schulthema ging und eine klare Aussage gefordert war , die sonst offenbar niemand zu treffen wagte .	1<2	1	1	news	False	False	False	False	10	7	1.429	none	none	True	advcl	VVFIN	LEFT	conj	VVPP	LEFT	206	0.194	0.243	0.049	1	_	0	other	other	conjunction
maz-7690	120-127	136-143	Eines allerdings scheint sich geändert zu haben .	Das Schlachtefest in Paaren/Glien stützt diese These .	840.776481628418	Eines allerdings scheint sich geändert zu haben .	Das Schlachtefest in Paaren/Glien stützt diese These .	neutral	neutral	StrongAgree	Agree	120-127	136-143	Eines allerdings scheint sich geändert zu haben .	Das Schlachtefest in Paaren/Glien stützt diese These .	1<2	2	0	news	False	False	True	True	8	8	1.0	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	181	0.663	0.751	0.088	2	_	0	cap_initial	cap_initial	evidence
maz-18912	40-47	48-52	Bloß den Titel wollte man nicht übernehmen ,	der sei zu sperrig .	843.6033782958984	Bloß den Titel wollte man nicht übernehmen ,	der sei zu sperrig .	neutral	neutral	StrongAgree	Agree	40-52	40-52	Bloß den Titel wollte man nicht übernehmen , der sei zu sperrig .	Bloß den Titel wollte man nicht übernehmen , der sei zu sperrig .	1<2	1	0	news	False	False	False	False	8	5	1.6	none	none	True	root	VVINF	ROOT	ccomp	ADJD	LEFT	205	0.195	0.234	0.039	1	_	0	cap_initial	other	cause
maz-11735	118-127	128-147	Die USA präsentierten sogar jüngst eine Liste verdächtiger Gesellschaften .	Dumm nur , dass auf der die selben Kandidaten standen , vor denen die Uno schon seit Jahren warnt .	844.2353057861328	Die USA präsentierten sogar jüngst eine Liste verdächtiger Gesellschaften .	Dumm nur , dass auf der die selben Kandidaten standen , vor denen die Uno schon seit Jahren warnt .	neutral	negative	Agree	Disagree	118-127	128-147	Die USA präsentierten sogar jüngst eine Liste verdächtiger Gesellschaften .	Dumm nur , dass auf der die selben Kandidaten standen , vor denen die Uno schon seit Jahren warnt .	1<2	1	0	news	False	False	True	True	10	20	0.5	none	none	True	root	VVFIN	ROOT	root	ADJD	ROOT	177	0.667	0.723	0.056	1	_	0	cap_initial	cap_initial	evaluation-s
maz-13015	152-158	159-163	und so den Termin zu kippen ?	Oder am Ende helfen ?	847.8524780273438	und so den Termin zu kippen ?	Oder am Ende helfen ?	neutral	neutral	StrongAgree	Agree	140-158	159-163	Soll sie versuchen , über die SPD-dominierte Verwaltung das Verfüllen zu behindern und so den Termin zu kippen ?	Oder am Ende helfen ?	1<2	2	0	news	False	False	False	True	7	5	1.4	none	none	True	conj	VVINF	LEFT	root	VVINF	ROOT	211	0.72	0.754	0.033	1	?	1	other	cap_initial	disjunction
maz-10207	79-86	172-192	Doch die Dömnitzstädter setzten nicht auf Wechsel ,	Bleibt zu hoffen dass sich mit den alten Namen der Amtsträger künftig auch neue , die Region weiterführende Ideen verbinden .	847.8836669921875	Doch die Dömnitzstädter setzten nicht auf Wechsel ,	Bleibt zu hoffen dass sich mit den alten Namen der Amtsträger künftig auch neue , die Region weiterführende Ideen verbinden .	neutral	neutral	StrongAgree	Agree	79-98	172-192	Doch die Dömnitzstädter setzten nicht auf Wechsel , bescherten Wolfgang Brockmann einen großartigen Erfolg und sorgten für klare Verhältnisse .	Bleibt zu hoffen dass sich mit den alten Namen der Amtsträger künftig auch neue , die Region weiterführende Ideen verbinden .	1<2	6	0	news	False	False	False	True	8	21	0.381	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	192	0.411	0.896	0.484	9	_	0	cap_initial	cap_initial	interpretation
maz-12383	141-166	167-174	Schade ist es deshalb auch , dass sich die Eltern der Jugendlichen im Amtsbereich Temnitz am Dienstag so wenig für die Tipps der Polizei interessierten .	Wie ein Joint eigentlich aussieht und riecht ,	850.7441177368164	Schade ist es deshalb auch , dass sich die Eltern der Jugendlichen im Amtsbereich Temnitz am Dienstag so wenig für die Tipps der Polizei interessierten .	Wie ein Joint eigentlich aussieht und riecht ,	neutral	negative	Agree	Disagree	141-166	167-208	Schade ist es deshalb auch , dass sich die Eltern der Jugendlichen im Amtsbereich Temnitz am Dienstag so wenig für die Tipps der Polizei interessierten .	Wie ein Joint eigentlich aussieht und riecht , was erweiterte Pupillen verraten , die sich auch dann nicht schließen , wenn man der Tochter mit der Taschenlampe ins Auge leuchtet - all dieses Wissen könnte manch ahnungsloser Mutter die Augen öffnen .	1<2	2	2	news	False	False	True	False	26	8	3.25	none	none	True	root	ADJD	ROOT	root	VVFIN	ROOT	208	0.678	0.803	0.125	1	_	0	cap_initial	cap_initial	reason
maz-15209	146-151	152-159	Die Berufstätigen forderten bessere Bahnanschlüsse :	Die RVS stellte deswegen einen Busfahrplan um .	852.5053405761719	Die Berufstätigen forderten bessere Bahnanschlüsse :	Die RVS stellte deswegen einen Busfahrplan um .	neutral	neutral	StrongAgree	Agree	146-151	152-159	Die Berufstätigen forderten bessere Bahnanschlüsse :	Die RVS stellte deswegen einen Busfahrplan um .	1<2	3	0	news	False	False	True	True	6	8	0.75	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	193	0.756	0.788	0.031	1	Die	1	cap_initial	cap_initial	result
maz-9725	95-108	109-116	Doch die Kritiker wissen auch , dass sie weder den Krieg in Afghanistan stoppen	noch eine deutsche Beteiligung daran verhindern können .	853.8689956665039	Doch die Kritiker wissen auch , dass sie weder den Krieg in Afghanistan stoppen	noch eine deutsche Beteiligung daran verhindern können .	neutral	neutral	StrongAgree	Agree	95-116	95-116	Doch die Kritiker wissen auch , dass sie weder den Krieg in Afghanistan stoppen noch eine deutsche Beteiligung daran verhindern können .	Doch die Kritiker wissen auch , dass sie weder den Krieg in Afghanistan stoppen noch eine deutsche Beteiligung daran verhindern können .	1<2	1	0	news	False	False	False	False	14	8	1.75	none	none	True	root	VVFIN	ROOT	conj	VVINF	LEFT	150	0.633	0.727	0.093	1	_	0	cap_initial	other	conjunction
maz-17539	124-135	161-177	sollte den Güterfelder Gemeindevertretern bei ihrer heutigen Entscheidung eines klar sein :	Egal , ob öffentlich oder insgeheim - diesem Gewissenskonflikt wird sich jeder Volksvertreter zu stellen haben .	855.7773132324219	sollte den Güterfelder Gemeindevertretern bei ihrer heutigen Entscheidung eines klar sein :	Egal , ob öffentlich oder insgeheim - diesem Gewissenskonflikt wird sich jeder Volksvertreter zu stellen haben .	neutral	neutral	StrongAgree	Agree	110-135	161-177	Trotz der rechtlichen Verfehlungen , die dem Marktbetreiber Jürgen Wache sicher vorzuwerfen sind , sollte den Güterfelder Gemeindevertretern bei ihrer heutigen Entscheidung eines klar sein :	Egal , ob öffentlich oder insgeheim - diesem Gewissenskonflikt wird sich jeder Volksvertreter zu stellen haben .	1<2	5	0	news	False	False	False	True	12	17	0.706	none	none	True	root	ADJD	ROOT	root	ADJD	ROOT	177	0.701	0.91	0.209	3	_	0	other	cap_initial	interpretation
maz-17062	80-90	100-111	hat Brandenburg gute Aussichten , wieder auf die Beine zu kommen	Das innerhalb von Zis geplante City-Management ist ein wesentlicher Motor dabei .	858.3503570556641	hat Brandenburg gute Aussichten , wieder auf die Beine zu kommen	Das innerhalb von Zis geplante City-Management ist ein wesentlicher Motor dabei .	positive	neutral	Agree	Disagree	59-99	100-111	Werden sie verwirklicht und gelingt es der nächsten Stadtregierung , das Debakel um die gescheiterte Ansiedlung am Neustadt-Markt zu überwinden , hat Brandenburg gute Aussichten , wieder auf die Beine zu kommen und vor allem ein besseres Image zu gewinnen .	Das innerhalb von Zis geplante City-Management ist ein wesentlicher Motor dabei .	1<2	6	0	news	False	False	False	True	11	12	0.917	none	none	True	xcomp	VVINF	LEFT	root	NN	ROOT	186	0.43	0.538	0.108	2	_	0	title	cap_initial	joint
maz-12666	5-13	23-32	Rüdiger Kadatz hat seine Meinung zum Rheinsberger Thermalbad ,	Nach einem Jahr Verhandelns habe Rheinsbergs Favorit Rogner verspielt .	860.6753540039062	Rüdiger Kadatz hat seine Meinung zum Rheinsberger Thermalbad ,	Nach einem Jahr Verhandelns habe Rheinsbergs Favorit Rogner verspielt .	neutral	neutral	StrongAgree	Agree	5-22	23-32	Rüdiger Kadatz hat seine Meinung zum Rheinsberger Thermalbad , und er will sie nicht in Frage stellen :	Nach einem Jahr Verhandelns habe Rheinsbergs Favorit Rogner verspielt .	1<2	2	0	news	False	False	False	True	9	10	0.9	none	none	True	root	NN	ROOT	root	VVPP	ROOT	202	0.025	0.114	0.089	2	_	0	title	cap_initial	elaboration
maz-14590	115-120	135-143	hätte man beide bedenken müssen .	könnte diese Entscheidung die Wunden noch tiefer reißen .	861.3004760742188	hätte man beide bedenken müssen .	könnte diese Entscheidung die Wunden noch tiefer reißen .	negative	neutral	Agree	Disagree	106-120	129-143	Wenn der Preis schon nach Rheinsberg gehen soll , hätte man beide bedenken müssen .	Doch statt zur Versöhnung aufzurufen , könnte diese Entscheidung die Wunden noch tiefer reißen .	1<2	4	2	news	False	False	False	False	6	9	0.667	none	none	True	root	VVINF	ROOT	root	VVINF	ROOT	147	0.782	0.918	0.136	3	_	0	other	other	interpretation
maz-11670	61-69	70-77	Das Papier ist - zugegeben - vorsichtig gefasst ,	vielleicht gab es auch deshalb keine Gegenstimme .	863.6952514648438	Das Papier ist - zugegeben - vorsichtig gefasst ,	vielleicht gab es auch deshalb keine Gegenstimme .	neutral	neutral	StrongAgree	Agree	61-77	61-77	Das Papier ist - zugegeben - vorsichtig gefasst , vielleicht gab es auch deshalb keine Gegenstimme .	Das Papier ist - zugegeben - vorsichtig gefasst , vielleicht gab es auch deshalb keine Gegenstimme .	1>2	1	0	news	False	False	False	False	9	8	1.125	none	none	True	root	VVPP	ROOT	parataxis	VVFIN	LEFT	193	0.316	0.363	0.047	1	_	0	cap_initial	title	reason
maz-14071	98-103	104-110	Die obdachlosen Wittstocker kamen nach Heinrichsfelde	und müssen demnächst nach Kyritz ziehen .	864.3432006835938	Die obdachlosen Wittstocker kamen nach Heinrichsfelde	und müssen demnächst nach Kyritz ziehen .	neutral	neutral	StrongAgree	Agree	98-110	98-110	Die obdachlosen Wittstocker kamen nach Heinrichsfelde und müssen demnächst nach Kyritz ziehen .	Die obdachlosen Wittstocker kamen nach Heinrichsfelde und müssen demnächst nach Kyritz ziehen .	1<2	5	0	news	False	False	False	False	6	7	0.857	none	none	True	root	VVFIN	ROOT	conj	VVINF	LEFT	180	0.544	0.578	0.033	1	_	0	cap_initial	other	sequence
maz-14047	160-170	171-177	Wenn ein Freier Träger das besser kann als eine Kreis-GmbH ,	dann soll er das Krankenhaus haben .	867.7093200683594	Wenn ein Freier Träger das besser kann als eine Kreis-GmbH ,	dann soll er das Krankenhaus haben .	neutral	neutral	StrongAgree	Agree	160-177	160-177	Wenn ein Freier Träger das besser kann als eine Kreis-GmbH , dann soll er das Krankenhaus haben .	Wenn ein Freier Träger das besser kann als eine Kreis-GmbH , dann soll er das Krankenhaus haben .	1>2	2	0	news	False	False	False	False	11	7	1.571	none	none	True	advcl	ADJD	RIGHT	root	NN	ROOT	177	0.904	0.966	0.062	1	_	0	title	title	condition
maz-17698	18-22	23-38	Rauchen in einer Stadthalle ,	in der die meiste Zeit über Kinder und Jugendliche Sport treiben und dabei kräftig atmen ?	880.2242431640625	Rauchen in einer Stadthalle ,	in der die meiste Zeit über Kinder und Jugendliche Sport treiben und dabei kräftig atmen ?	negative	neutral	Agree	Disagree	18-38	18-38	Rauchen in einer Stadthalle , in der die meiste Zeit über Kinder und Jugendliche Sport treiben und dabei kräftig atmen ?	Rauchen in einer Stadthalle , in der die meiste Zeit über Kinder und Jugendliche Sport treiben und dabei kräftig atmen ?	1<2	1	0	news	False	False	False	False	5	16	0.312	none	none	True	root	VVINF	ROOT	acl	VVFIN	LEFT	205	0.088	0.112	0.024	1	_	0	title	other	e-elaboration
maz-2609	67-71	142-154	Die Stadt hat was .	Nun kommt es darauf an , sich nicht auf Einsteins Lorbeeren auszuruhen .	884.6757049560547	Die Stadt hat was .	Nun kommt es darauf an , sich nicht auf Einsteins Lorbeeren auszuruhen .	negative	neutral	Agree	Disagree	67-71	142-154	Die Stadt hat was .	Nun kommt es darauf an , sich nicht auf Einsteins Lorbeeren auszuruhen .	1>2	3	3	news	False	False	True	True	5	13	0.385	none	none	True	root	VAFIN	ROOT	root	VVFIN	ROOT	173	0.387	0.821	0.434	8	_	0	title	cap_initial	reason
maz-19074	66-75	76-83	Nur der Einfluss von außen kann diesen Poker beenden .	Und so schielen die Israelis nach Washington ,	885.6985473632812	Nur der Einfluss von außen kann diesen Poker beenden .	Und so schielen die Israelis nach Washington ,	neutral	neutral	StrongAgree	Agree	66-75	76-109	Nur der Einfluss von außen kann diesen Poker beenden .	Und so schielen die Israelis nach Washington , an dessen Tropf sie militärisch und wirtschaftlich hängen , die Palästinenser zur Europäischen Union und zu den arabischen Staaten , von deren Unterstützung sie abhängen .	1>2	6	1	news	False	False	True	False	10	8	1.25	none	none	True	root	VVINF	ROOT	root	VVFIN	ROOT	165	0.4	0.461	0.061	1	_	0	cap_initial	cap_initial	reason
maz-8981	93-102	103-111	so müsste man vorher die gesamte Infrastruktur darauf ausrichten ,	um diese Sportart als eine touristische Attraktion anzubieten .	885.7229919433594	so müsste man vorher die gesamte Infrastruktur darauf ausrichten ,	um diese Sportart als eine touristische Attraktion anzubieten .	neutral	neutral	StrongAgree	Agree	78-111	78-111	Denn sollte wirklich einmal Inline-Skaten den Kreis Teltow-Fläming über die Grenzen hinaus anziehend machen , so müsste man vorher die gesamte Infrastruktur darauf ausrichten , um diese Sportart als eine touristische Attraktion anzubieten .	Denn sollte wirklich einmal Inline-Skaten den Kreis Teltow-Fläming über die Grenzen hinaus anziehend machen , so müsste man vorher die gesamte Infrastruktur darauf ausrichten , um diese Sportart als eine touristische Attraktion anzubieten .	1<2	2	0	news	False	False	False	False	10	9	1.111	none	none	True	conj	VVINF	LEFT	advcl	VVIZU	LEFT	189	0.492	0.545	0.053	1	_	0	other	other	purpose
